"","error_rate","red","green","blue"
"587",0.00484621416331131,64.3,164.48,131.12
"588",0.00485704025206687,64.35,164.66,131.04
"589",0.00486789052551461,64.4,164.84,130.96
"590",0.00487876503768136,64.45,165.02,130.88
"591",0.00488966384271464,64.5,165.2,130.8
"592",0.00490058699488296,64.55,165.38,130.72
"593",0.00491153454857603,64.6,165.56,130.64
"594",0.00492250655830508,64.65,165.74,130.56
"595",0.00493350307870311,64.7,165.92,130.48
"596",0.00494452416452516,64.75,166.1,130.4
"597",0.0049555698706486,64.8,166.28,130.32
"598",0.00496664025207338,64.85,166.46,130.24
"599",0.00497773536392233,64.9,166.64,130.16
"600",0.00498885526144141,64.95,166.82,130.08
"601",0.005,65,167,130
"602",0.00500912439318,65.12,167.14,129.88
"603",0.00501826543727018,65.24,167.28,129.76
"604",0.00502742316265643,65.36,167.42,129.64
"605",0.0050365975997801,65.48,167.56,129.52
"606",0.00504578877913807,65.6,167.7,129.4
"607",0.00505499673128288,65.72,167.84,129.28
"608",0.00506422148682285,65.84,167.98,129.16
"609",0.00507346307642213,65.96,168.12,129.04
"610",0.00508272153080082,66.08,168.26,128.92
"611",0.00509199688073512,66.2,168.4,128.8
"612",0.00510128915705735,66.32,168.54,128.68
"613",0.00511059839065613,66.44,168.68,128.56
"614",0.00511992461247641,66.56,168.82,128.44
"615",0.00512926785351965,66.68,168.96,128.32
"616",0.00513862814484386,66.8,169.1,128.2
"617",0.00514800551756374,66.92,169.24,128.08
"618",0.00515740000285075,67.04,169.38,127.96
"619",0.00516681163193326,67.16,169.52,127.84
"620",0.00517624043609661,67.28,169.66,127.72
"621",0.00518568644668324,67.4,169.8,127.6
"622",0.00519514969509279,67.52,169.94,127.48
"623",0.00520463021278219,67.64,170.08,127.36
"624",0.00521412803126577,67.76,170.22,127.24
"625",0.0052236431821154,67.88,170.36,127.12
"626",0.00523317569696053,68,170.5,127
"627",0.00524272560748835,68.12,170.64,126.88
"628",0.00525229294544386,68.24,170.78,126.76
"629",0.00526187774263002,68.36,170.92,126.64
"630",0.00527148003090779,68.48,171.06,126.52
"631",0.00528109984219629,68.6,171.2,126.4
"632",0.0052907372084729,68.72,171.34,126.28
"633",0.00530039216177333,68.84,171.48,126.16
"634",0.00531006473419177,68.96,171.62,126.04
"635",0.00531975495788098,69.08,171.76,125.92
"636",0.00532946286505237,69.2,171.9,125.8
"637",0.00533918848797616,69.32,172.04,125.68
"638",0.00534893185898145,69.44,172.18,125.56
"639",0.00535869301045632,69.56,172.32,125.44
"640",0.00536847197484798,69.68,172.46,125.32
"641",0.00537826878466285,69.8,172.6,125.2
"642",0.00538808347246665,69.92,172.74,125.08
"643",0.00539791607088454,70.04,172.88,124.96
"644",0.00540776661260122,70.16,173.02,124.84
"645",0.00541763513036103,70.28,173.16,124.72
"646",0.00542752165696807,70.4,173.3,124.6
"647",0.0054374262252863,70.52,173.44,124.48
"648",0.00544734886823965,70.64,173.58,124.36
"649",0.00545728961881214,70.76,173.72,124.24
"650",0.00546724851004797,70.88,173.86,124.12
"651",0.00547722557505166,71,174,124
"652",0.00548722084698813,71.12,174.14,123.88
"653",0.00549723435908281,71.24,174.28,123.76
"654",0.00550726614462179,71.36,174.42,123.64
"655",0.00551731623695187,71.48,174.56,123.52
"656",0.00552738466948074,71.6,174.7,123.4
"657",0.00553747147567703,71.72,174.84,123.28
"658",0.00554757668907045,71.84,174.98,123.16
"659",0.00555770034325191,71.96,175.12,123.04
"660",0.0055678424718736,72.08,175.26,122.92
"661",0.00557800310864914,72.2,175.4,122.8
"662",0.00558818228735365,72.32,175.54,122.68
"663",0.00559838004182392,72.44,175.68,122.56
"664",0.00560859640595845,72.56,175.82,122.44
"665",0.00561883141371763,72.68,175.96,122.32
"666",0.00562908509912381,72.8,176.1,122.2
"667",0.00563935749626143,72.92,176.24,122.08
"668",0.00564964863927713,73.04,176.38,121.96
"669",0.00565995856237985,73.16,176.52,121.84
"670",0.00567028729984098,73.28,176.66,121.72
"671",0.00568063488599444,73.4,176.8,121.6
"672",0.00569100135523681,73.52,176.94,121.48
"673",0.00570138674202743,73.64,177.08,121.36
"674",0.00571179108088853,73.76,177.22,121.24
"675",0.00572221440640534,73.88,177.36,121.12
"676",0.0057326567532262,74,177.5,121
"677",0.00574311815606268,74.12,177.64,120.88
"678",0.00575359864968971,74.24,177.78,120.76
"679",0.00576409826894565,74.36,177.92,120.64
"680",0.00577461704873245,74.48,178.06,120.52
"681",0.00578515502401576,74.6,178.2,120.4
"682",0.00579571222982504,74.72,178.34,120.28
"683",0.00580628870125365,74.84,178.48,120.16
"684",0.00581688447345902,74.96,178.62,120.04
"685",0.00582749958166271,75.08,178.76,119.92
"686",0.00583813406115059,75.2,178.9,119.8
"687",0.00584878794727289,75.32,179.04,119.68
"688",0.00585946127544436,75.44,179.18,119.56
"689",0.00587015408114439,75.56,179.32,119.44
"690",0.0058808663999171,75.68,179.46,119.32
"691",0.00589159826737148,75.8,179.6,119.2
"692",0.0059023497191815,75.92,179.74,119.08
"693",0.00591312079108623,76.04,179.88,118.96
"694",0.00592391151888997,76.16,180.02,118.84
"695",0.00593472193846235,76.28,180.16,118.72
"696",0.00594555208573845,76.4,180.3,118.6
"697",0.00595640199671894,76.52,180.44,118.48
"698",0.00596727170747018,76.64,180.58,118.36
"699",0.00597816125412435,76.76,180.72,118.24
"700",0.00598907067287957,76.88,180.86,118.12
"701",0.006,77,181,118
"702",0.00600925617318367,77.16,181.11,117.87
"703",0.00601852662582434,77.32,181.22,117.74
"704",0.00602781137995087,77.48,181.33,117.61
"705",0.00603711045762609,77.64,181.44,117.48
"706",0.00604642388094688,77.8,181.55,117.35
"707",0.0060557516720442,77.96,181.66,117.22
"708",0.00606509385308315,78.12,181.77,117.09
"709",0.00607445044626305,78.28,181.88,116.96
"710",0.00608382147381742,78.44,181.99,116.83
"711",0.00609320695801411,78.6,182.1,116.7
"712",0.00610260692115534,78.76,182.21,116.57
"713",0.00611202138557768,78.92,182.32,116.44
"714",0.00612145037365221,79.08,182.43,116.31
"715",0.00613089390778451,79.24,182.54,116.18
"716",0.0061403520104147,79.4,182.65,116.05
"717",0.00614982470401755,79.56,182.76,115.92
"718",0.00615931201110249,79.72,182.87,115.79
"719",0.00616881395421366,79.88,182.98,115.66
"720",0.00617833055593,80.04,183.09,115.53
"721",0.00618786183886527,80.2,183.2,115.4
"722",0.00619740782566813,80.36,183.31,115.27
"723",0.00620696853902217,80.52,183.42,115.14
"724",0.00621654400164596,80.68,183.53,115.01
"725",0.00622613423629315,80.84,183.64,114.88
"726",0.00623573926575247,81,183.75,114.75
"727",0.00624535911284781,81.16,183.86,114.62
"728",0.00625499380043826,81.32,183.97,114.49
"729",0.0062646433514182,81.48,184.08,114.36
"730",0.00627430778871731,81.64,184.19,114.23
"731",0.00628398713530065,81.8,184.3,114.1
"732",0.0062936814141687,81.96,184.41,113.97
"733",0.00630339064835743,82.12,184.52,113.84
"734",0.00631311486093835,82.28,184.63,113.71
"735",0.00632285407501856,82.44,184.74,113.58
"736",0.0063326083137408,82.6,184.85,113.45
"737",0.00634237760028352,82.76,184.96,113.32
"738",0.00635216195786093,82.92,185.07,113.19
"739",0.00636196140972304,83.08,185.18,113.06
"740",0.00637177597915575,83.24,185.29,112.93
"741",0.00638160568948085,83.4,185.4,112.8
"742",0.00639145056405614,83.56,185.51,112.67
"743",0.00640131062627543,83.72,185.62,112.54
"744",0.00641118589956864,83.88,185.73,112.41
"745",0.00642107640740183,84.04,185.84,112.28
"746",0.00643098217327724,84.2,185.95,112.15
"747",0.0064409032207334,84.36,186.06,112.02
"748",0.00645083957334513,84.52,186.17,111.89
"749",0.00646079125472362,84.68,186.28,111.76
"750",0.0064707582885165,84.84,186.39,111.63
"751",0.00648074069840786,85,186.5,111.5
"752",0.00649073850811835,85.16,186.61,111.37
"753",0.00650075174140519,85.32,186.72,111.24
"754",0.00651078042206227,85.48,186.83,111.11
"755",0.00652082457392018,85.64,186.94,110.98
"756",0.00653088422084627,85.8,187.05,110.85
"757",0.00654095938674471,85.96,187.16,110.72
"758",0.00655105009555656,86.12,187.27,110.59
"759",0.00656115637125978,86.28,187.38,110.46
"760",0.00657127823786937,86.44,187.49,110.33
"761",0.00658141571943734,86.6,187.6,110.2
"762",0.00659156884005281,86.76,187.71,110.07
"763",0.00660173762384208,86.92,187.82,109.94
"764",0.00661192209496865,87.08,187.93,109.81
"765",0.00662212227763331,87.24,188.04,109.68
"766",0.00663233819607418,87.4,188.15,109.55
"767",0.00664256987456677,87.56,188.26,109.42
"768",0.00665281733742404,87.72,188.37,109.29
"769",0.00666308060899646,87.88,188.48,109.16
"770",0.00667335971367206,88.04,188.59,109.03
"771",0.00668365467587651,88.2,188.7,108.9
"772",0.00669396552007314,88.36,188.81,108.77
"773",0.00670429227076302,88.52,188.92,108.64
"774",0.00671463495248504,88.68,189.03,108.51
"775",0.00672499358981593,88.84,189.14,108.38
"776",0.00673536820737033,89,189.25,108.25
"777",0.00674575882980087,89.16,189.36,108.12
"778",0.00675616548179818,89.32,189.47,107.99
"779",0.00676658818809103,89.48,189.58,107.86
"780",0.00677702697344628,89.64,189.69,107.73
"781",0.00678748186266905,89.8,189.8,107.6
"782",0.0067979528806027,89.96,189.91,107.47
"783",0.00680844005212892,90.12,190.02,107.34
"784",0.00681894340216777,90.28,190.13,107.21
"785",0.00682946295567779,90.44,190.24,107.08
"786",0.00683999873765599,90.6,190.35,106.95
"787",0.00685055077313796,90.76,190.46,106.82
"788",0.00686111908719791,90.92,190.57,106.69
"789",0.00687170370494873,91.08,190.68,106.56
"790",0.00688230465154204,91.24,190.79,106.43
"791",0.00689292195216828,91.4,190.9,106.3
"792",0.00690355563205675,91.56,191.01,106.17
"793",0.00691420571647565,91.72,191.12,106.04
"794",0.00692487223073219,91.88,191.23,105.91
"795",0.00693555520017259,92.04,191.34,105.78
"796",0.00694625465018221,92.2,191.45,105.65
"797",0.00695697060618554,92.36,191.56,105.52
"798",0.00696770309364629,92.52,191.67,105.39
"799",0.00697845213806749,92.68,191.78,105.26
"800",0.00698921776499148,92.84,191.89,105.13
"801",0.007,93,192,105
"802",0.0070093534409839,93.18,192.09,104.85
"803",0.00701871938009041,93.36,192.18,104.7
"804",0.00702809783401959,93.54,192.27,104.55
"805",0.00703748881949382,93.72,192.36,104.4
"806",0.00704689235325783,93.9,192.45,104.25
"807",0.0070563084520787,94.08,192.54,104.1
"808",0.00706573713274595,94.26,192.63,103.95
"809",0.00707517841207151,94.44,192.72,103.8
"810",0.00708463230688978,94.62,192.81,103.65
"811",0.00709409883405766,94.8,192.9,103.5
"812",0.00710357801045456,94.98,192.99,103.35
"813",0.00711306985298247,95.16,193.08,103.2
"814",0.00712257437856594,95.34,193.17,103.05
"815",0.00713209160415213,95.52,193.26,102.9
"816",0.00714162154671088,95.7,193.35,102.75
"817",0.00715116422323467,95.88,193.44,102.6
"818",0.00716071965073871,96.06,193.53,102.45
"819",0.00717028784626091,96.24,193.62,102.3
"820",0.007179868826862,96.42,193.71,102.15
"821",0.00718946260962546,96.6,193.8,102
"822",0.00719906921165762,96.78,193.89,101.85
"823",0.00720868865008766,96.96,193.98,101.7
"824",0.00721832094206765,97.14,194.07,101.55
"825",0.00722796610477258,97.32,194.16,101.4
"826",0.00723762415540039,97.5,194.25,101.25
"827",0.00724729511117199,97.68,194.34,101.1
"828",0.00725697898933132,97.86,194.43,100.95
"829",0.00726667580714534,98.04,194.52,100.8
"830",0.00727638558190409,98.22,194.61,100.65
"831",0.00728610833092073,98.4,194.7,100.5
"832",0.00729584407153153,98.58,194.79,100.35
"833",0.00730559282109594,98.76,194.88,100.2
"834",0.00731535459699659,98.94,194.97,100.05
"835",0.00732512941663935,99.12,195.06,99.9
"836",0.00733491729745335,99.3,195.15,99.75
"837",0.007344718256891,99.48,195.24,99.6
"838",0.00735453231242803,99.66,195.33,99.45
"839",0.00736435948156353,99.84,195.42,99.3
"840",0.00737419978181997,100.02,195.51,99.15
"841",0.00738405323074322,100.2,195.6,99
"842",0.00739391984590262,100.38,195.69,98.85
"843",0.00740379964489095,100.56,195.78,98.7
"844",0.00741369264532455,100.74,195.87,98.55
"845",0.00742359886484324,100.92,195.96,98.4
"846",0.00743351832111045,101.1,196.05,98.25
"847",0.0074434510318132,101.28,196.14,98.1
"848",0.00745339701466215,101.46,196.23,97.95
"849",0.00746335628739162,101.64,196.32,97.8
"850",0.00747332886775961,101.82,196.41,97.65
"851",0.00748331477354788,102,196.5,97.5
"852",0.00749331402256193,102.18,196.59,97.35
"853",0.00750332663263106,102.36,196.68,97.2
"854",0.00751335262160838,102.54,196.77,97.05
"855",0.00752339200737088,102.72,196.86,96.9
"856",0.00753344480781941,102.9,196.95,96.75
"857",0.00754351104087876,103.08,197.04,96.6
"858",0.00755359072449766,103.26,197.13,96.45
"859",0.00756368387664882,103.44,197.22,96.3
"860",0.00757379051532899,103.62,197.31,96.15
"861",0.00758391065855893,103.8,197.4,96
"862",0.0075940443243835,103.98,197.49,95.85
"863",0.00760419153087168,104.16,197.58,95.7
"864",0.00761435229611658,104.34,197.67,95.55
"865",0.0076245266382355,104.52,197.76,95.4
"866",0.00763471457536992,104.7,197.85,95.25
"867",0.00764491612568558,104.88,197.94,95.1
"868",0.00765513130737251,105.06,198.03,94.95
"869",0.00766536013864502,105.24,198.12,94.8
"870",0.00767560263774176,105.42,198.21,94.65
"871",0.00768585882292576,105.6,198.3,94.5
"872",0.00769612871248446,105.78,198.39,94.35
"873",0.00770641232472971,105.96,198.48,94.2
"874",0.00771670967799785,106.14,198.57,94.05
"875",0.00772702079064971,106.32,198.66,93.9
"876",0.00773734568107068,106.5,198.75,93.75
"877",0.00774768436767067,106.68,198.84,93.6
"878",0.00775803686888423,106.86,198.93,93.45
"879",0.00776840320317053,107.04,199.02,93.3
"880",0.00777878338901339,107.22,199.11,93.15
"881",0.00778917744492134,107.4,199.2,93
"882",0.00779958538942766,107.58,199.29,92.85
"883",0.00781000724109037,107.76,199.38,92.7
"884",0.00782044301849228,107.94,199.47,92.55
"885",0.00783089274024106,108.12,199.56,92.4
"886",0.00784135642496922,108.3,199.65,92.25
"887",0.00785183409133418,108.48,199.74,92.1
"888",0.00786232575801828,108.66,199.83,91.95
"889",0.00787283144372883,108.84,199.92,91.8
"890",0.00788335116719814,109.02,200.01,91.65
"891",0.00789388494718353,109.2,200.1,91.5
"892",0.00790443280246742,109.38,200.19,91.35
"893",0.00791499475185729,109.56,200.28,91.2
"894",0.00792557081418578,109.74,200.37,91.05
"895",0.00793616100831067,109.92,200.46,90.9
"896",0.00794676535311496,110.1,200.55,90.75
"897",0.00795738386750685,110.28,200.64,90.6
"898",0.00796801657041985,110.46,200.73,90.45
"899",0.00797866348081274,110.64,200.82,90.3
"900",0.00798932461766962,110.82,200.91,90.15
"901",0.008,111,201,90
"902",0.0080094281941692,111.17,201.07,89.85
"903",0.00801886749969405,111.34,201.14,89.7
"904",0.00802831792966957,111.51,201.21,89.55
"905",0.00803777949720619,111.68,201.28,89.4
"906",0.0080472522154298,111.85,201.35,89.25
"907",0.00805673609748174,112.02,201.42,89.1
"908",0.00806623115651887,112.19,201.49,88.95
"909",0.00807573740571353,112.36,201.56,88.8
"910",0.00808525485825359,112.53,201.63,88.65
"911",0.00809478352734247,112.7,201.7,88.5
"912",0.00810432342619914,112.87,201.77,88.35
"913",0.00811387456805816,113.04,201.84,88.2
"914",0.00812343696616968,113.21,201.91,88.05
"915",0.00813301063379947,113.38,201.98,87.9
"916",0.00814259558422892,113.55,202.05,87.75
"917",0.00815219183075508,113.72,202.12,87.6
"918",0.00816179938669069,113.89,202.19,87.45
"919",0.00817141826536416,114.06,202.26,87.3
"920",0.00818104848011961,114.23,202.33,87.15
"921",0.00819069004431688,114.4,202.4,87
"922",0.00820034297133157,114.57,202.47,86.85
"923",0.00821000727455503,114.74,202.54,86.7
"924",0.00821968296739441,114.91,202.61,86.55
"925",0.00822937006327264,115.08,202.68,86.4
"926",0.00823906857562847,115.25,202.75,86.25
"927",0.00824877851791651,115.42,202.82,86.1
"928",0.00825849990360721,115.59,202.89,85.95
"929",0.0082682327461869,115.76,202.96,85.8
"930",0.00827797705915779,115.93,203.03,85.65
"931",0.00828773285603803,116.1,203.1,85.5
"932",0.00829750015036167,116.27,203.17,85.35
"933",0.00830727895567874,116.44,203.24,85.2
"934",0.00831706928555521,116.61,203.31,85.05
"935",0.00832687115357307,116.78,203.38,84.9
"936",0.00833668457333029,116.95,203.45,84.75
"937",0.00834650955844088,117.12,203.52,84.6
"938",0.00835634612253488,117.29,203.59,84.45
"939",0.00836619427925842,117.46,203.66,84.3
"940",0.00837605404227367,117.63,203.73,84.15
"941",0.00838592542525895,117.8,203.8,84
"942",0.00839580844190867,117.97,203.87,83.85
"943",0.00840570310593338,118.14,203.94,83.7
"944",0.0084156094310598,118.31,204.01,83.55
"945",0.00842552743103081,118.48,204.08,83.4
"946",0.00843545711960552,118.65,204.15,83.25
"947",0.00844539851055921,118.82,204.22,83.1
"948",0.00845535161768344,118.99,204.29,82.95
"949",0.00846531645478598,119.16,204.36,82.8
"950",0.00847529303569091,119.33,204.43,82.65
"951",0.00848528137423857,119.5,204.5,82.5
"952",0.00849528148428564,119.67,204.57,82.35
"953",0.00850529337970512,119.84,204.64,82.2
"954",0.00851531707438635,120.01,204.71,82.05
"955",0.00852535258223505,120.18,204.78,81.9
"956",0.00853539991717332,120.35,204.85,81.75
"957",0.00854545909313967,120.52,204.92,81.6
"958",0.00855553012408905,120.69,204.99,81.45
"959",0.00856561302399284,120.86,205.06,81.3
"960",0.00857570780683889,121.03,205.13,81.15
"961",0.00858581448663153,121.2,205.2,81
"962",0.00859593307739161,121.37,205.27,80.85
"963",0.0086060635931565,121.54,205.34,80.7
"964",0.00861620604798009,121.71,205.41,80.55
"965",0.00862636045593286,121.88,205.48,80.4
"966",0.00863652683110186,122.05,205.55,80.25
"967",0.00864670518759074,122.22,205.62,80.1
"968",0.00865689553951979,122.39,205.69,79.95
"969",0.00866709790102592,122.56,205.76,79.8
"970",0.00867731228626271,122.73,205.83,79.65
"971",0.00868753870940041,122.9,205.9,79.5
"972",0.00869777718462599,123.07,205.97,79.35
"973",0.00870802772614312,123.24,206.04,79.2
"974",0.00871829034817222,123.41,206.11,79.05
"975",0.00872856506495047,123.58,206.18,78.9
"976",0.00873885189073182,123.75,206.25,78.75
"977",0.00874915083978703,123.92,206.32,78.6
"978",0.00875946192640367,124.09,206.39,78.45
"979",0.00876978516488614,124.26,206.46,78.3
"980",0.00878012056955573,124.43,206.53,78.15
"981",0.00879046815475057,124.6,206.6,78
"982",0.00880082793482571,124.77,206.67,77.85
"983",0.00881119992415311,124.94,206.74,77.7
"984",0.00882158413712167,125.11,206.81,77.55
"985",0.00883198058813725,125.28,206.88,77.4
"986",0.0088423892916227,125.45,206.95,77.25
"987",0.00885281026201782,125.62,207.02,77.1
"988",0.00886324351377949,125.79,207.09,76.95
"989",0.00887368906138159,125.96,207.16,76.8
"990",0.00888414691931506,126.13,207.23,76.65
"991",0.00889461710208793,126.3,207.3,76.5
"992",0.00890509962422532,126.47,207.37,76.35
"993",0.00891559450026947,126.64,207.44,76.2
"994",0.00892610174477977,126.81,207.51,76.05
"995",0.00893662137233274,126.98,207.58,75.9
"996",0.00894715339752211,127.15,207.65,75.75
"997",0.00895769783495878,127.32,207.72,75.6
"998",0.00896825469927091,127.49,207.79,75.45
"999",0.00897882400510384,127.66,207.86,75.3
"1000",0.00898940576712024,127.83,207.93,75.15
"1001",0.009,128,208,75
"1002",0.00900948744354127,128.2,208.05,74.83
"1003",0.00901898488836975,128.4,208.1,74.66
"1004",0.00902849234502842,128.6,208.15,74.49
"1005",0.00903800982407133,128.8,208.2,74.32
"1006",0.0090475373360637,129,208.25,74.15
"1007",0.00905707489158186,129.2,208.3,73.98
"1008",0.00906662250121329,129.4,208.35,73.81
"1009",0.00907618017555665,129.6,208.4,73.64
"1010",0.00908574792522176,129.8,208.45,73.47
"1011",0.00909532576082962,130,208.5,73.3
"1012",0.00910491369301243,130.2,208.55,73.13
"1013",0.00911451173241361,130.4,208.6,72.96
"1014",0.00912411988968778,130.6,208.65,72.79
"1015",0.0091337381755008,130.8,208.7,72.62
"1016",0.00914336660052977,131,208.75,72.45
"1017",0.00915300517546307,131.2,208.8,72.28
"1018",0.0091626539110003,131.4,208.85,72.11
"1019",0.00917231281785239,131.6,208.9,71.94
"1020",0.00918198190674153,131.8,208.95,71.77
"1021",0.00919166118840122,132,209,71.6
"1022",0.00920135067357626,132.2,209.05,71.43
"1023",0.00921105037302281,132.4,209.1,71.26
"1024",0.00922076029750835,132.6,209.15,71.09
"1025",0.0092304804578117,132.8,209.2,70.92
"1026",0.00924021086472307,133,209.25,70.75
"1027",0.00924995152904401,133.2,209.3,70.58
"1028",0.00925970246158749,133.4,209.35,70.41
"1029",0.00926946367317785,133.6,209.4,70.24
"1030",0.00927923517465086,133.8,209.45,70.07
"1031",0.00928901697685371,134,209.5,69.9
"1032",0.00929880909064502,134.2,209.55,69.73
"1033",0.00930861152689486,134.4,209.6,69.56
"1034",0.00931842429648475,134.6,209.65,69.39
"1035",0.00932824741030769,134.8,209.7,69.22
"1036",0.00933808087926816,135,209.75,69.05
"1037",0.00934792471428215,135.2,209.8,68.88
"1038",0.00935777892627713,135.4,209.85,68.71
"1039",0.00936764352619209,135.6,209.9,68.54
"1040",0.00937751852497759,135.8,209.95,68.37
"1041",0.00938740393359569,136,210,68.2
"1042",0.00939729976302003,136.2,210.05,68.03
"1043",0.00940720602423582,136.4,210.1,67.86
"1044",0.00941712272823982,136.6,210.15,67.69
"1045",0.00942704988604042,136.8,210.2,67.52
"1046",0.00943698750865758,137,210.25,67.35
"1047",0.00944693560712292,137.2,210.3,67.18
"1048",0.00945689419247965,137.4,210.35,67.01
"1049",0.00946686327578264,137.6,210.4,66.84
"1050",0.00947684286809841,137.8,210.45,66.67
"1051",0.00948683298050514,138,210.5,66.5
"1052",0.00949683362409269,138.2,210.55,66.33
"1053",0.00950684480996263,138.4,210.6,66.16
"1054",0.00951686654922819,138.6,210.65,65.99
"1055",0.00952689885301437,138.8,210.7,65.82
"1056",0.00953694173245785,139,210.75,65.65
"1057",0.00954699519870708,139.2,210.8,65.48
"1058",0.00955705926292225,139.4,210.85,65.31
"1059",0.00956713393627531,139.6,210.9,65.14
"1060",0.00957721922994999,139.8,210.95,64.97
"1061",0.00958731515514183,140,211,64.8
"1062",0.00959742172305813,140.2,211.05,64.63
"1063",0.00960753894491805,140.4,211.1,64.46
"1064",0.00961766683195255,140.6,211.15,64.29
"1065",0.00962780539540442,140.8,211.2,64.12
"1066",0.00963795464652833,141,211.25,63.95
"1067",0.0096481145965908,141.2,211.3,63.78
"1068",0.00965828525687023,141.4,211.35,63.61
"1069",0.0096684666386569,141.6,211.4,63.44
"1070",0.009678658753253,141.8,211.45,63.27
"1071",0.00968886161197263,142,211.5,63.1
"1072",0.00969907522614183,142.2,211.55,62.93
"1073",0.00970929960709855,142.4,211.6,62.76
"1074",0.00971953476619273,142.6,211.65,62.59
"1075",0.00972978071478625,142.8,211.7,62.42
"1076",0.00974003746425297,143,211.75,62.25
"1077",0.00975030502597874,143.2,211.8,62.08
"1078",0.00976058341136142,143.4,211.85,61.91
"1079",0.00977087263181088,143.6,211.9,61.74
"1080",0.00978117269874901,143.8,211.95,61.57
"1081",0.00979148362360977,144,212,61.4
"1082",0.00980180541783913,144.2,212.05,61.23
"1083",0.00981213809289516,144.4,212.1,61.06
"1084",0.00982248166024799,144.6,212.15,60.89
"1085",0.00983283613137985,144.8,212.2,60.72
"1086",0.00984320151778507,145,212.25,60.55
"1087",0.00985357783097011,145.2,212.3,60.38
"1088",0.00986396508245353,145.4,212.35,60.21
"1089",0.00987436328376607,145.6,212.4,60.04
"1090",0.00988477244645059,145.8,212.45,59.87
"1091",0.00989519258206214,146,212.5,59.7
"1092",0.00990562370216795,146.2,212.55,59.53
"1093",0.00991606581834744,146.4,212.6,59.36
"1094",0.00992651894219222,146.6,212.65,59.19
"1095",0.00993698308530616,146.8,212.7,59.02
"1096",0.00994745825930531,147,212.75,58.85
"1097",0.00995794447581801,147.2,212.8,58.68
"1098",0.00996844174648483,147.4,212.85,58.51
"1099",0.00997895008295863,147.6,212.9,58.34
"1100",0.00998946949690454,147.8,212.95,58.17
"1101",0.01,148,213,58
"1102",0.0100532038576191,149.02,213.17,57.42
"1103",0.0101066907802847,150.04,213.34,56.84
"1104",0.0101604622740121,151.06,213.51,56.26
"1105",0.0102145198528292,152.08,213.68,55.68
"1106",0.0102688650388189,153.1,213.85,55.1
"1107",0.0103234993621624,154.12,214.02,54.52
"1108",0.0103784243611819,155.14,214.19,53.94
"1109",0.0104336415823841,156.16,214.36,53.36
"1110",0.0104891525805039,157.18,214.53,52.78
"1111",0.0105449589185477,158.2,214.7,52.2
"1112",0.0106010621678378,159.22,214.87,51.62
"1113",0.0106574639080567,160.24,215.04,51.04
"1114",0.0107141657272911,161.26,215.21,50.46
"1115",0.0107711692220773,162.28,215.38,49.88
"1116",0.0108284759974455,163.3,215.55,49.3
"1117",0.0108860876669655,164.32,215.72,48.72
"1118",0.0109440058527917,165.34,215.89,48.14
"1119",0.0110022321857091,166.36,216.06,47.56
"1120",0.0110607683051792,167.38,216.23,46.98
"1121",0.0111196158593858,168.4,216.4,46.4
"1122",0.0111787765052819,169.42,216.57,45.82
"1123",0.0112382519086362,170.44,216.74,45.24
"1124",0.0112980437440796,171.46,216.91,44.66
"1125",0.011358153695153,172.48,217.08,44.08
"1126",0.0114185834543543,173.5,217.25,43.5
"1127",0.011479334723186,174.52,217.42,42.92
"1128",0.0115404092122034,175.54,217.59,42.34
"1129",0.0116018086410626,176.56,217.76,41.76
"1130",0.0116635347385688,177.58,217.93,41.18
"1131",0.0117255892427254,178.6,218.1,40.6
"1132",0.0117879739007824,179.62,218.27,40.02
"1133",0.0118506904692858,180.64,218.44,39.44
"1134",0.0119137407141274,181.66,218.61,38.86
"1135",0.0119771264105939,182.68,218.78,38.28
"1136",0.0120408493434174,183.7,218.95,37.7
"1137",0.0121049113068254,184.72,219.12,37.12
"1138",0.0121693141045913,185.74,219.29,36.54
"1139",0.0122340595500856,186.76,219.46,35.96
"1140",0.0122991494663262,187.78,219.63,35.38
"1141",0.0123645856860304,188.8,219.8,34.8
"1142",0.0124303700516662,189.82,219.97,34.22
"1143",0.0124965044155044,190.84,220.14,33.64
"1144",0.0125629906396702,191.86,220.31,33.06
"1145",0.0126298305961965,192.88,220.48,32.48
"1146",0.0126970261670758,193.9,220.65,31.9
"1147",0.0127645792443137,194.92,220.82,31.32
"1148",0.0128324917299818,195.94,220.99,30.74
"1149",0.0129007655362718,196.96,221.16,30.16
"1150",0.0129694025855487,197.98,221.33,29.58
"1151",0.0130384048104053,199,221.5,29
"1152",0.0131077741537166,200.02,221.67,28.42
"1153",0.0131775125686943,201.04,221.84,27.84
"1154",0.0132476220189421,202.06,222.01,27.26
"1155",0.0133181044785108,203.08,222.18,26.68
"1156",0.0133889619319539,204.1,222.35,26.1
"1157",0.0134601963743834,205.12,222.52,25.52
"1158",0.0135318098115261,206.14,222.69,24.94
"1159",0.0136038042597802,207.16,222.86,24.36
"1160",0.0136761817462717,208.18,223.03,23.78
"1161",0.0137489443089118,209.2,223.2,23.2
"1162",0.0138220939964542,210.22,223.37,22.62
"1163",0.0138956328685527,211.24,223.54,22.04
"1164",0.0139695629958192,212.26,223.71,21.46
"1165",0.0140438864598822,213.28,223.88,20.88
"1166",0.0141186053534452,214.3,224.05,20.3
"1167",0.0141937217803457,215.32,224.22,19.72
"1168",0.0142692378556143,216.34,224.39,19.14
